title,Adjusted Budget,Adjusted Domestic,Adjusted International,Adjusted Worldwide
The Bourne Legacy,141250000.0,127920373.1,184123194.39999998,312043567.5
The Five-Year Engagement,33900000.0,32584146.639999997,28627233.549999997,61211380.19
21 Jump Street,47459999.99999999,156445863.70999998,71345556.92999999,227791420.64
Red Dawn,73450000.0,50631664.78999999,6942169.6899999995,57573834.48
Looper,33900000.0,75129411.64999999,124323293.82,199452705.46999997
The Watch,76840000.0,39948889.99999999,37193794.059999995,77142684.05999999
Seeking a Friend for the End of the World,11299999.999999998,7998973.9399999995,5201438.59,13200412.53
Rock of Ages,84749999.99999999,43526032.69,23616999.999999996,67143032.69
Dredd,56499999.99999999,15158626.819999998,31214021.639999997,46372648.45999999
The Dark Knight Rises,282500000.0,506397181.86999995,715179472.4399999,1221576654.31
Total Recall,141250000.0,66532104.96999999,157735794.86999997,224267899.83999997
The Hunger Games,88139999.99999999,461052081.96,323613956.15999997,784666038.1199999
Taken 2,50849999.99999999,158035344.30999997,267004331.46999997,425039675.78
Journey 2: The Mysterious Island,89269999.99999999,117362127.69999999,261481999.99999997,378844127.7
Men in Black 3,254249999.99999997,202293565.01999998,502856691.85999995,705150256.8799999
Big Miracle,45199999.99999999,22777748.999999996,5178519.93,27956268.929999996
The Pirates! Band of Misfits,62149999.99999999,35087772.379999995,103963293.94999999,139051066.32999998
The Apparition,19210000.0,5578605.47,7247645.9799999995,12826251.45
Battleship,236169999.99999997,73927566.25,268491231.79999995,342418798.04999995
Prometheus,146900000.0,142919104.92,312871445.04999995,455790549.96999997
The Raven,29379999.999999996,18089347.36,15470912.489999998,33560259.849999994
Underworld Awakening,79099999.99999999,70422774.07,110504544.16,180927318.23
Contraband,28249999.999999996,75176640.0,33599659.559999995,108776299.55999999
Premium Rush,39549999.99999999,22911253.979999997,12213212.889999999,35124466.87
Man on a Ledge,47459999.99999999,21040599.999999996,32788115.029999997,53828715.029999994
House at the End of the Street,11299999.999999998,35721465.08,14322992.95,50044458.029999994
What to Expect When You're Expecting,45199999.99999999,46501989.38999999,48851932.87,95353922.25999999
Act of Valor,13559999.999999998,79114517.11,14109803.759999998,93224320.86999999
Lockout,22599999.999999996,16189356.319999998,21042011.369999997,37231367.69
This Means War,73450000.0,61879693.82999999,114955451.43999998,176835145.26999998
One for the Money,45199999.99999999,29848415.509999998,13186687.549999999,43035103.059999995
Safe House,96049999.99999999,142801980.42,92324131.22999999,235126111.64999998
The Vow,33900000.0,141265853.89999998,80343610.19999999,221609464.09999996
Abraham Lincoln: Vampire Hunter,77970000.0,42396627.06999999,89216258.33,131612885.39999999
Savages,50849999.99999999,53541736.839999996,40210014.919999994,93751751.75999999
Think Like a Man,13559999.999999998,103448341.64999999,5111331.26,108559672.91
ParaNorman,67800000.0,63283447.629999995,57784073.239999995,121067520.86999999
Chasing Mavericks,22599999.999999996,6783114.279999999,2191476.8,8974591.08
Wrath of the Titans,169499999.99999997,94547193.78999999,246678999.99999997,341226193.78999996
Fun Size,15819999.999999998,10632777.94,2268841.1199999996,12901619.059999999
Mirror Mirror,96049999.99999999,73376738.71,133434191.14999999,206810929.85999998
Ice Age: Continental Drift,107349999.99999999,182293682.58999997,808992921.0699999,991286603.6599998
The Twilight Saga: Breaking Dawn - Part 2,135600000.0,330326952.80999994,607286953.79,937613906.5999999
The Guilt Trip,45199999.99999999,41961662.949999996,5344347.43,47306010.379999995
Alex Cross,39549999.99999999,29253905.56,9865414.149999999,39119319.70999999
People Like Us,18080000.0,14051299.139999999,140292.88999999998,14191592.03
The Lords of Salem,1694999.9999999998,1317446.66,428390.91,1745837.5699999998
Snow White and the Huntsman,192099999.99999997,175525590.52999997,272624306.23999995,448149896.77
Moonrise Kingdom,18080000.0,51429086.58,25708290.999999996,77137377.58
This Is 40,39549999.99999999,76325290.64999999,23357835.63,99683126.27999999
The Expendables 2,112999999.99999999,96081856.96,259840972.18999997,355922829.15
Wreck-It Ralph,186449999.99999997,214047864.57,318433999.99999994,532481864.56999993
Zero Dark Thirty,45199999.99999999,108164409.07999998,41922999.99999999,150087409.07999998
Step Up Revolution,37290000.0,39634385.01,119097557.96999998,158731942.98
The Place Beyond the Pines,16950000.0,24185976.47,28983799.4,53169775.87
The Words,6779999.999999999,12989166.94,5034518.38,18023685.319999997
End of Watch,7909999.999999999,46333809.23,15904495.749999998,62238304.98
Resident Evil: Retribution,73450000.0,47850450.029999994,223529508.11999997,271379958.15
Filly Brown,2260000.0,3220903.4099999997,101761.01999999999,3322664.4299999997
Sparkle,15819999.999999998,27569139.97,271574.02999999997,27840713.999999996
Flight,35030000.0,105962783.74999999,76840000.0,182802783.74999997
Sinister,3389999.9999999995,54338200.38999999,38903877.3,93242077.69
Seven Psychopaths,16950000.0,16977175.369999997,19438636.29,36415811.66
Pitch Perfect,19210000.0,73451235.08999999,56894746.28999999,130345981.37999998
Diary of a Wimpy Kid: Dog Days,24859999.999999996,55379788.059999995,31889767.289999995,87269555.35
Hit and Run,2260000.0,15536708.999999998,3466102.11,19002811.11
Spring Breakers,5649999.999999999,15960440.919999998,19887999.999999996,35848440.919999994
Madea's Witness Protection,22599999.999999996,74188163.46,1407979.9999999998,75596143.46
The Secret Life of Walter Mitty,99900000.00000001,64642890.18000001,144185097.24,208827987.42000002
42,44400000.00000001,105472436.43,2720041.68,108192478.11000001
Escape from Planet Earth,44400000.00000001,63284404.470000006,19898095.32,83182499.79
Man of Steel,249750000.00000003,323060524.98,418470000.00000006,741530524.98
R.I.P.D.,144300000.0,37316929.050000004,49622955.150000006,86939884.2
Scary Movie 5,22200000.000000004,35537523.57,51462882.27,87000405.84
World War Z,210900000.00000003,224619279.21,374789463.15000004,599408742.36
Epic,111000000.00000001,119345737.02000001,178607826.72000003,297953563.74
Lone Survivor,44400000.00000001,138856117.11,32975115.210000005,171831232.32000002
Last Vegas,31080000.000000004,70944725.37,78249292.38000001,149194017.75
Out of the Furnace,24420000.000000004,12577242.39,4807082.550000001,17384324.94
The Lone Ranger,238650000.00000003,99125347.65,190032000.00000003,289157347.65000004
The World's End,22200000.000000004,28865384.610000003,22293723.96,51159108.57000001
Broken City,38850000.0,21868292.040000003,16689998.850000001,38558290.89
2 Guns,67710000.0,83929830.60000001,62524025.61000001,146453856.21
Evil Dead,18870000.0,60206240.160000004,48066436.56,108272676.72000001
Iron Man 3,222000000.00000003,454005533.34000003,894434956.3800001,1348440489.72
Oldboy,33300000.000000004,2434960.3800000004,3322350.99,5757311.37
Gangster Squad,66600000.00000001,51061002.330000006,65712000.00000001,116773002.33000001
Lee Daniels' The Butler,33300000.000000004,129461625.45000002,67356687.0,196818312.45000002
47 Ronin,194250000.00000003,42582347.25000001,125897714.04,168480061.29000002
The Great Gatsby,116550000.00000001,160772865.09,231769638.36,392542503.45000005
Jack the Giant Slayer,216450000.00000003,72358239.33000001,147075000.0,219433239.33
Prisoners,51060000.00000001,67712555.22,67848067.35000001,135560622.57000002
Star Trek Into Darkness,210900000.00000003,253944313.71,264831109.35000002,518775423.06000006
Riddick,42180000.0,46647899.85,62506497.60000001,109154397.45
Paranoia,38850000.0,8201405.94,10731048.21,18932454.150000002
Black Nativity,19425000.0,7790189.790000001,483955.56000000006,8274145.350000001
Hansel & Gretel: Witch Hunters,55500000.00000001,61830857.25000001,189417364.14000002,251248221.39000002
The Wolverine,133200000.00000001,147138105.72,313321247.34000003,460459353.06000006
Under the Skin,14763000.000000002,2901818.6100000003,3465100.3200000003,6366918.930000001
Gravity,111000000.00000001,304242902.55,498501000.00000006,802743902.5500001
The Conjuring,22200000.000000004,152514156.51000002,202124891.67000002,354639048.18
Oblivion,133200000.00000001,98909030.85000001,218738084.07000002,317647114.92
The Host,44400000.00000001,29556193.110000003,40779910.38,70336103.49000001
Battle of the Year,22200000.000000004,9866074.05,8503845.42,18369919.470000003
Elysium,127650000.00000001,103285629.87,214330547.13000003,317616177.0
Captain Phillips,61050000.00000001,118881949.05000001,123976961.16000001,242858910.21
The Mortal Instruments: City of Bones,66600000.00000001,34593617.31,71296578.72000001,105890196.03000002
The Last Stand,49950000.00000001,13375831.89,40271308.38,53647140.27
Beautiful Creatures,66600000.00000001,21591873.180000003,45066000.00000001,66657873.18000001
G.I. Joe: Retaliation,144300000.0,136000596.60000002,281071585.95000005,417072182.55
Warm Bodies,38850000.0,73682534.82000001,56166000.00000001,129848534.82000001
A Good Day to Die Hard,102120000.00000001,74757609.78,263408532.24,338166142.02000004
Oz the Great and Powerful,238650000.00000003,260752125.75000003,286824000.0,547576125.75
Kick-Ass 2,31080000.000000004,31963543.35,35520000.0,67483543.35000001
Grudge Match,44400000.00000001,33086058.6,16761000.000000002,49847058.6
Pacific Rim,210900000.00000003,113001225.66000001,343212000.00000006,456213225.66
Now You See Me,83250000.0,130673627.79,259740000.00000003,390413627.79
Stoker,13320000.000000002,1902785.31,11503174.200000001,13405959.510000002
Peeples,16650000.000000002,10186542.15,144412.11000000002,10330954.260000002
Safe Haven,31080000.000000004,79197523.2,29131972.200000003,108329495.4
Only Lovers Left Alive,7770000.000000001,2086282.7400000002,6359914.830000001,8446197.57
We're the Millers,41070000.0,166937472.09,132756000.00000001,299693472.09000003
Ender's Game,122100000.00000001,68528282.01,70825584.63000001,139353866.64000002
The To Do List,1665000.0000000002,3875752.5900000003,463898.97000000003,4339651.5600000005
Walking with Dinosaurs 3D,88800000.00000001,40044494.31,100422140.67,140466634.98000002
Her,25530000.000000004,28380758.610000003,25473585.360000003,53854343.970000006
American Hustle,44400000.00000001,166630765.77,112169940.00000001,278800705.77000004
Admission,14430000.000000002,19988121.87,699171.2400000001,20687293.110000003
After Earth,144300000.0,67179527.67,203229772.35000002,270409300.02000004
Nebraska,13320000.000000002,19596952.32,11131035.600000001,30727987.92
RED 2,93240000.00000001,59121441.6,105242435.55000001,164363877.15
The Fifth Estate,31080000.000000004,3613058.8800000004,6441947.16,10055006.040000001
Percy Jackson: Sea of Monsters,99900000.00000001,76101104.94000001,145732744.71,221833849.65
Turbo,149850000.0,92161222.08000001,221492234.94000003,313653457.02000004
Parker,38850000.0,19554471.51,32529576.750000004,52084048.260000005
Fast & Furious 6,177600000.00000003,264934633.50000003,610500000.0,875434633.5000001
The Call,14430000.000000002,57578339.580000006,18537280.830000002,76115620.41000001
Trance,22200000.000000004,2584904.7300000004,24345436.860000003,26930341.590000004
The Big Wedding,38850000.0,24219476.28,27420095.790000003,51639572.07000001
Carrie,33300000.000000004,39145947.09,54971705.49,94117652.58000001
The Hangover Part III,114330000.00000001,124542079.92000002,277278000.0,401820079.92
The Hunger Games: Catching Fire,144300000.0,471381532.17,488781505.89000005,960163038.0600001
Labor Day,19980000.0,14842396.080000002,7663755.24,22506151.32
Rush,42180000.0,29911862.640000004,77739277.35000001,107651139.99000001
Pain & Gain,28860000.000000004,55361573.010000005,41547586.38,96909159.39000002
Thor: The Dark World,188700000.00000003,229061975.4,486647310.00000006,715709285.4000001
The Smurfs 2,116550000.00000001,78829740.24000001,306945609.36,385775349.6
Mama,16650000.000000002,79507279.80000001,83028000.0,162535279.8
Identity Thief,38850000.0,149302681.20000002,43798479.900000006,193101161.10000002
12 Years a Slave,22200000.000000004,62905912.230000004,145477941.99,208383854.22000003
The Last Exorcism Part II,5550000.000000001,16849025.220000003,10958544.930000002,27807570.150000002
The Best Man Holiday,18870000.0,78282966.45,2564671.6500000004,80847638.10000001
Saving Mr. Banks,38850000.0,92464753.80000001,38368708.440000005,130833462.24000001
Getaway,19980000.0,11657151.180000002,1447988.34,13105139.520000001
The Purge,3330000.0000000005,71565157.65,27589618.320000004,99154775.97000001
The Counselor,27750000.000000004,18840823.650000002,59979537.09,78820360.74000001
Insidious: Chapter 2,5550000.000000001,92780956.17,86949486.81,179730442.98000002
Don Jon,3330000.0000000005,27170251.44,16607432.610000001,43777684.050000004
Olympus Has Fallen,77700000.0,109807460.4,79192462.71000001,188999923.11
Homefront,24420000.000000004,22376376.78,31402474.980000004,53778851.760000005
White House Down,166500000.0,81145200.24000001,146811877.83,227957078.07000002
Jobs,13320000.000000002,17905865.1,28856605.62,46762470.720000006
Runner Runner,33300000.000000004,21441477.060000002,48127878.39,69569355.45
Dark Skies,3885000.0000000005,19334720.37,11587773.96,30922494.330000002
Delivery Man,28860000.000000004,34037157.660000004,24926426.400000002,58963584.06
Oculus,5550000.000000001,30741723.060000002,18608822.55,49350545.61000001
The Green Inferno,5550000.000000001,7983443.010000001,6076315.380000001,14059758.39
The Family,33300000.000000004,40979880.21,46065000.00000001,87044880.21000001
The Heat,47730000.00000001,177136228.68,78086927.13000001,255223155.81000003
Philomena,13320000.000000002,41858076.690000005,69286081.23,111144157.92000002
Justin Bieber's Believe,5550000.000000001,6889288.260000001,5298686.010000001,12187974.270000001
A Walk Among the Tombstones,30520000.000000004,28675284.000000004,35454194.56,64129478.56
The Giver,27250000.000000004,49148507.660000004,23860189.380000003,73008697.04
The Equalizer,59950000.00000001,110668504.42,98972000.0,209640504.42000002
Ex Machina,16350000.000000002,27732824.220000003,12454837.040000001,40187661.260000005
The Boxtrolls,65400000.00000001,55412662.45,62586126.85,117998789.30000001
Interstellar,179850000.0,204941818.53,533501940.98,738443759.5100001
Dracula Untold,76300000.0,61345586.95,175319878.25,236665465.20000002
Godzilla,174400000.0,218736915.21,353487000.0,572223915.21
Selma,21800000.0,56763829.720000006,16034990.000000002,72798819.72
The Legend of Hercules,76300000.0,20544906.42,46249696.260000005,66794602.68000001
Blended,43600000.0,50461124.900000006,89053000.0,139514124.9
Paddington,59950000.00000001,83136296.88000001,225158642.58,308294939.46000004
Seventh Son,103550000.00000001,18773358.85,105681329.32000001,124454688.17
Ouija,5450000.0,55433050.900000006,57586123.54000001,113019174.44000001
Jack Ryan: Shadow Recruit,65400000.00000001,55129379.080000006,92569706.24000001,147699085.32000002
RoboCop,109000000.00000001,63881637.63,200649334.22000003,264530971.85000002
300: Rise of an Empire,119900000.00000001,116172255.59,251790000.00000003,367962255.59000003
Hercules,109000000.00000001,79230589.26,187623060.32000002,266853649.58
Teenage Mutant Ninja Turtles,136250000.0,208413181.86,320242000.0,528655181.86
If I Stay,11990000.0,55017578.870000005,30302000.000000004,85319578.87
This Is Where I Leave You,21582000.0,37382988.800000004,7630000.000000001,45012988.800000004
Ride Along,27250000.000000004,147082638.0,21288465.18,168371103.18
"I, Frankenstein",70850000.0,20792066.1,62921219.010000005,83713285.11
Brick Mansions,30520000.000000004,22232543.610000003,55611692.09,77844235.7
The Lego Movie,65400000.00000001,280959154.28000003,229227000.00000003,510186154.28000003
Exodus: Gods and Kings,152600000.0,70865819.17,221445618.62,292311437.79
Maleficent,196200000.0,263137312.02,563530000.0,826667312.0200001
The Drop,13734000.000000002,11689584.010000002,8648051.280000001,20337635.290000003
Edge of Tomorrow,194020000.0,109224819.04,294665150.0,403889969.04
How to Train Your Dragon 2,158050000.0,192933187.16000003,484542708.55,677475895.71
Million Dollar Arm,27250000.000000004,39738813.43,2208152.52,41946965.95
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",30520000.000000004,72980022.41000001,36733000.0,109713022.41000001
The Maze Runner,37060000.0,111646369.58000001,268022278.91000003,379668648.49
That Awkward Moment,8720000.0,28415160.950000003,21332594.92,49747755.870000005
Unbroken,70850000.0,126045305.55000001,49945328.18000001,175990633.73000002
Annie,70850000.0,93643275.58000001,55527045.96,149170321.54000002
About Last Night,13625000.000000002,53015075.56,1970911.84,54985987.400000006
Winter's Tale,65400000.00000001,13734251.790000001,19838000.0,33572251.79
Divergent,92650000.0,164533205.55,150352336.07000002,314885541.62
Captain America: The Winter Soldier,185300000.0,283145563.48,495573874.79,778719438.2700001
The Judge,54500000.00000001,51360132.92,40657000.0,92017132.92
X-Men: Days of Future Past,218000000.00000003,254974472.06000003,558215340.94,813189813.0000001
Pompeii,109000000.00000001,25309525.32,103126952.47000001,128436477.79
Let's Be Cops,18530000.0,89805943.66000001,60859252.93000001,150665196.59
Heaven Is for Real,13080000.000000002,99673145.77000001,11384794.940000001,111057940.71000001
The Hunger Games: Mockingjay - Part 1,136250000.0,367478114.65000004,455860700.34000003,823338814.99
Sex Tape,43600000.0,42012385.57,95403379.24000001,137415764.81
Noah,136250000.0,110308047.96000001,281220000.0,391528047.96000004
The Best of Me,28340000.000000004,29175172.17,12909365.950000001,42084538.120000005
No Good Deed,14388000.000000002,57272558.88,1939740.0200000003,59212298.900000006
Guardians of the Galaxy,185300000.0,363162494.0,479164000.00000006,842326494.0000001
Non-Stop,54500000.00000001,100463774.0,142398690.0,242862464.00000003
The Gambler,27250000.000000004,36712281.28,6104000.0,42816281.28
Tammy,21800000.0,92132720.88000001,17276500.0,109409220.88000001
Dawn of the Planet of the Apes,185300000.0,227314692.01000002,547287884.9300001,774602576.94
Into the Storm,54500000.00000001,51886391.46,124151000.00000001,176037391.46
Transformers: Age of Extinction,228900000.00000003,267528592.84000003,935890345.6400001,1203418938.48
Horrible Bosses 2,45780000.0,59345439.13,57988000.00000001,117333439.13000001
3 Days to Kill,30520000.000000004,33460818.910000004,24592831.790000003,58053650.7
The Monuments Men,76300000.0,85054465.80000001,85755769.62,170810235.42000002
Earth to Echo,14170000.000000002,42438977.78,7353379.800000001,49792357.580000006
The Other Woman,43600000.0,91463200.37,122951131.27000001,214414331.64000002
Transcendence,109000000.00000001,25094316.810000002,87218474.41000001,112312791.22000001
Think Like a Man Too,26160000.000000004,71048578.38000001,5449178.140000001,76497756.52000001
Big Hero 6,179850000.0,242555332.52,474477000.00000006,717032332.5200001
When the Game Stands Tall,16350000.000000002,32839479.67,11762.19,32851241.860000003
Gone Girl,66490000.00000001,182866236.01000002,219703859.66000003,402570095.67
The Grand Budapest Hotel,27250000.000000004,64638443.160000004,123862822.53000002,188501265.69000003
Muppets Most Wanted,54500000.00000001,55789593.17,31828000.000000004,87617593.17
22 Jump Street,54500000.00000001,208974077.33,152179847.51000002,361153924.84000003
Endless Love,21800000.0,25547692.500000004,12295116.07,37842808.57
The Rover,13080000.000000002,1214721.07,1521186.56,2735907.6300000004
Rio 2,112270000.00000001,143376894.15,400294523.38000005,543671417.5300001
Need for Speed,71940000.0,47499623.24,174073000.0,221572623.24
Deliver Us from Evil,32700000.000000004,33329062.980000004,62523155.370000005,95852218.35000001
Taken 3,52320000.00000001,97289502.16000001,258572761.53000003,355862263.69
Left Behind,17440000.0,15281717.160000002,14590709.48,29872426.64
A Million Ways to Die in the West,43600000.0,47021837.0,48014997.04000001,95036834.04
Birdman or The Unexpected Virtue of Ignorance,19620000.0,46151251.82,66353200.64000001,112504452.46000001
Whiplash,3597000.0000000005,14270280.000000002,39120144.690000005,53390424.690000005
The Fault in Our Stars,13080000.000000002,136110861.5,198700987.56,334811849.06
Night at the Museum: Secret of the Tomb,138430000.0,123983816.89000002,271909235.26,395893052.15000004
Fury,74120000.0,93541517.54,137340000.0,230881517.54000002
Veronica Mars,6540000.000000001,3621118.43,177949.04,3799067.47
Kingsman: The Secret Service,88290000.0,139805279.16,311837905.98,451643185.14000005
A Haunted House 2,4360000.0,18889139.740000002,8751860.700000001,27641000.44
Nightcrawler,9265000.0,35295526.53,16369374.750000002,51664901.28
Lucy,43600000.0,138063324.0,362098000.0,500161324.00000006
John Wick,21800000.0,46911240.150000006,46842990.89,93754231.04
A Most Violent Year,21800000.0,6266556.0600000005,6821150.24,13087706.3
The Purge: Anarchy,9810000.0,78439452.0,43562465.85,122001917.85000001
Dolphin Tale 2,39240000.0,45806740.970000006,17222000.0,63028740.970000006
The Theory of Everything,16350000.000000002,39123955.330000006,95738134.59,134862089.92000002
The Hundred-Foot Journey,23980000.0,59122494.89000001,38448258.88,97570753.77000001
Camp X-Ray,1090000.0,14499.18,72290.98000000001,86790.16
The Water Diviner,24525000.0,4574338.69,37037846.84,41612185.53
Annabelle,7085000.000000001,91858456.17,188323494.32000002,280181950.49
Jurassic World,163500000.0,710974981.25,1109761713.0800002,1820736694.3300002
Ant-Man,141700000.0,196420357.67000002,369629684.18,566050041.85
Our Brand Is Crisis,30520000.000000004,7632464.49,1662682.7300000002,9295147.22
Poltergeist,38150000.0,51693386.25000001,52334027.21,104027413.46000001
Goosebumps,63220000.00000001,87287613.11,85216824.57000001,172504437.68
Eddie the Eagle,25070000.0,17210434.01,33096117.990000002,50306552.0
Aloha,40330000.0,22963156.44,5649365.36,28612521.8
Terminator Genisys,168950000.0,97839442.04,382418413.29,480257855.33000004
Black Mass,57770000.00000001,68207489.02000001,40548000.0,108755489.02000001
In the Heart of the Sea,109000000.00000001,27272626.220000003,75101000.0,102373626.22000001
Mad Max: Fury Road,163500000.0,167923590.60000002,241054613.98000002,408978204.58000004
Straight Outta Compton,30520000.000000004,175705585.65,44076554.54000001,219782140.19000003
Fantastic Four,130800000.00000001,61168127.32000001,121824212.97000001,182992340.29000002
Vacation,33790000.0,64183764.92,52694995.970000006,116878760.89000002
The Big Short,30520000.000000004,76583258.30000001,68867290.0,145450548.3
Jupiter Ascending,191840000.0,51652618.07,148785000.0,200437618.07000002
The Last Witch Hunter,98100000.0,29830749.400000002,130330482.50000001,160161231.9
The Man from U.N.C.L.E.,81750000.0,49535168.81,67144000.0,116679168.81
Cinderella,103550000.00000001,219254974.77,371908000.0,591162974.7700001
The Revenant,147150000.0,200165304.46,380750743.81,580916048.2700001
The Duff,9265000.0,37093073.870000005,10550547.09,47643620.96
Scouts Guide to the Zombie Apocalypse,16350000.000000002,4036320.14,13553060.000000002,17589380.14
Secret in Their Eyes,21255000.0,21996368.950000003,15995570.15,37991939.1
Danny Collins,10900000.0,6144401.94,5666567.74,11810969.680000002
Southpaw,32700000.000000004,57139928.77,43108272.660000004,100248201.43
Chappie,53410000.00000001,34410502.120000005,77654456.89,112064959.01
The Hunger Games: Mockingjay - Part 2,174400000.0,307079053.18,410516056.15000004,717595109.33
Tomorrowland,207100000.00000003,101845590.98,126003287.14000002,227848878.12
Point Break,114450000.00000001,31372904.290000003,114380490.7,145753394.99
Steve Jobs,32700000.000000004,19365657.220000003,18175984.35,37541641.57
Pixels,95920000.0,85834867.65,181078674.16000003,266913541.81000003
San Andreas,119900000.00000001,169158006.88000003,347492000.0,516650006.88000005
Self/less,28340000.000000004,13384863.190000001,21284936.85,34669800.04
Run All Night,54500000.00000001,28843191.96,49159000.0,78002191.96000001
Love the Coopers,18530000.0,28669976.790000003,17575357.290000003,46245334.080000006
The SpongeBob Movie: Sponge Out of Water,80660000.0,177663494.88000003,176789280.0,354452774.88000005
The Gallows,109000.00000000001,24813206.900000002,22018000.0,46831206.900000006
Fifty Shades of Grey,43600000.0,181122280.70000002,439797818.33000004,620920099.0300001
Unfinished Business,38150000.0,11139256.090000002,4590809.680000001,15730065.770000001
The Intern,38150000.0,82583492.48,129492000.00000001,212075492.48000002
Spectre,267050000.00000003,218081323.81,741854000.0,959935323.8100001
Mission: Impossible - Rogue Nation,163500000.0,212596190.93,531562360.1,744158551.0300001
Focus,54609000.00000001,58710629.67,114341000.00000001,173051629.67000002
Avengers: Age of Ultron,272500000.0,500316396.12000006,1028742000.0000001,1529058396.1200001
Woman in Gold,11990000.0,36305494.370000005,30860058.200000003,67165552.57000001
The Peanuts Movie,107910000.00000001,141894467.99,126499625.18,268394093.17000002
Star Wars: Episode VII - The Force Awakens,267050000.00000003,1020961825.2500001,1233401924.91,2254363750.1600003
Burnt,21800000.0,14880621.14,25020728.73,39901349.870000005
The Gunman,43600000.0,11624576.41,14728502.920000002,26353079.330000002
Crimson Peak,59950000.00000001,33888448.800000004,47512557.18000001,81401005.98
The Second Best Exotic Marigold Hotel,10900000.0,36055309.940000005,57661000.00000001,93716309.94000001
Get Hard,43600000.0,98548483.77000001,23217000.0,121765483.77000001
Me and Earl and the Dying Girl,8720000.0,7366673.44,2524802.97,9891476.41
Hot Tub Time Machine 2,15260000.000000002,13422969.590000002,836030.0000000001,14258999.590000002
Hitman: Agent 47,38150000.0,24489520.5,65269424.54000001,89758945.04
Blackhat,76300000.0,8726518.200000001,12694223.930000002,21420742.130000003
Everest,59950000.00000001,47395674.300000004,174340392.26000002,221736066.56
The Longest Ride,37060000.0,40816267.53,27793580.82,68609848.35000001
Furious 7,207100000.00000003,384777651.8,1266624309.5900002,1651401961.39
Pitch Perfect 2,31610000.000000004,200882890.70000002,112104155.41000001,312987046.11
Insurgent,119900000.00000001,141895188.48000002,181837565.95000002,323732754.43
The Lazarus Effect,3597000.0000000005,28123711.3,13685300.98,41809012.28
Hot Pursuit,38150000.0,37692419.09,18312000.0,56004419.09
Mortdecai,65400000.00000001,8388786.06,43141721.49,51530507.550000004
Creed,38150000.0,119646663.29,69542000.0,189188663.29000002
Spy,70850000.0,120800026.08000001,136076152.63,256876178.71
Trainwreck,38150000.0,120131843.00000001,33335571.37,153467414.37
The Boy Next Door,4360000.0,38611484.2,18532697.75,57144181.95
Insidious: Chapter 3,10900000.0,56918228.220000006,66234210.79000001,123152439.01
Heist,9701000.0,54648.240000000005,4062331.9000000004,4116980.14
American Ultra,30520000.000000004,15740673.65,13975314.010000002,29715987.660000004
Concussion,38150000.0,37651296.660000004,15348396.82,52999693.480000004
Pan,163500000.0,38246268.800000004,101697000.00000001,139943268.8
Max,21800000.0,46495317.95,1428990.0,47924307.95
Sicario,32700000.000000004,51109329.370000005,41401634.59,92510963.96000001
Paul Blart: Mall Cop 2,32700000.000000004,77431627.10000001,39839538.150000006,117271165.25000001
The Hateful Eight,47960000.0,58987983.440000005,110790544.09,169778527.53
The Walk,38150000.0,11049877.180000002,55638439.6,66688316.78
The Night Before,27250000.000000004,46921635.480000004,10190000.16,57111635.64
Jem and the Holograms,5450000.0,2381257.6,162457.96000000002,2543715.56
Paper Towns,13080000.000000002,34880331.36,58328075.64,93208407.0
The Martian,117720000.00000001,248992692.67000002,437883767.43,686876460.1
Bridge of Spies,43600000.0,78821991.86,101549407.46000001,180371399.32000002
By the Sea,10900000.0,586921.4,3048149.0300000003,3635070.43
Dope,7630000.000000001,19082052.3,523538.99000000005,19605591.290000003
Krampus,16350000.000000002,46570767.75,20517322.880000003,67088090.63
The Perfect Guy,13080000.000000002,62159904.150000006,3537854.4200000004,65697758.57000001
Maze Runner: The Scorch Trials,66490000.00000001,89049939.28,251352761.76000002,340402701.04
The Gift,5450000.0,47728118.85,16560649.040000001,64288767.89000001
The Witch,4360000.0,27401188.450000003,16660911.600000001,44062100.050000004
Grandma,654000.0,7608771.16,244758.41,7853529.57
Huevos: Little Rooster's Egg-cellent Adventure,5777000.0,9898091.620000001,18324799.87,28222891.490000002
"Hail, Caesar!",23760000.0,32937931.8,35801536.68,68739468.48
Warcraft,172800000.0,51154513.2,423018313.92,474172827.12
The Legend of Tarzan,194400000.0,136774505.88,248461879.68,385236385.56
The Belko Experiment,5400000.0,10980165.600000001,991234.8,11971400.4
Free State of Jones,54000000.0,22474838.880000003,4563987.12,27038826.0
Doctor Strange,178200000.0,251253273.60000002,480682593.00000006,731935866.6
Ghostbusters,155520000.0,138618619.92000002,108860689.80000001,247479309.72000003
How to Be Single,41040000.0,50590994.04000001,70740000.0,121330994.04
Passengers,118800000.00000001,108015874.92,219379809.24,327395684.16
Pride and Prejudice and Zombies,30240000.000000004,11813184.72,5960908.800000001,17774093.52
Suicide Squad,189000000.0,351108058.32000005,455486587.20000005,806594645.5200001
When the Bough Breaks,10800000.0,32127411.240000002,983646.7200000001,33111057.96
Deadpool,62640000.00000001,392116365.72,453104761.68,845221127.4000001
Bridget Jones's Baby,37800000.0,26192613.6,202716000.0,228908613.60000002
Central Intelligence,54000000.0,137636140.68,96694205.76,234330346.44000003
Blair Witch,5400000.0,22439225.880000003,26347780.44,48787006.32
Bleed for This,6480000.0,5490618.48,1743954.84,7234573.32
